1,1,112792
2,1,33563
3,1,117665
4,1,82340
5,1,95765
6,1,77416
7,1,52618
8,1,83987
9,1,103874
10,1,101540
11,1,79945
12,1,115641
13,1,67116
14,1,84827
15,1,80801
16,1,96446
17,1,120587
18,1,91064
19,1,81633
20,1,71230
21,2,113189
22,2,114388
23,2,112697
24,2,114369
25,2,114814
26,2,113819
27,2,113862
28,2,112573
29,2,112585
30,2,112384
31,2,112462
32,2,112740
33,2,112864
34,2,113071
35,2,113957
36,2,113986
37,2,114898
38,2,112679
39,2,109445
40,2,109635
41,2,109707
42,2,110066
43,2,110148
44,2,110367
45,2,103994
46,2,110322
47,2,110428
48,2,109836
49,2,114069
50,2,110912
51,2,110932
52,2,111112
53,2,111070
54,2,111149
55,2,114924
56,2,109444
57,2,109446
58,2,109830
59,2,109831
60,2,110357
61,2,110475
62,2,110622
63,2,110771
64,2,110950
65,2,111257
66,2,111742
67,2,110027
68,2,106220
69,2,106918
70,2,106977
71,2,112966
72,2,107206
73,2,107290
74,2,107362
75,2,107616
76,2,107614
77,2,107818
78,2,107822
79,2,107943
80,2,108052
81,2,111201
82,2,108160
83,2,111418
84,2,107688
85,2,108333
86,2,112572
87,2,99785
88,2,99653
89,2,103639
90,2,103064
91,2,99348
92,2,96895
93,2,102926
94,2,65421
95,2,116683
96,2,118114
97,3,113419
98,3,112573
99,3,110005
100,3,110443
101,3,110912
102,3,111161
103,3,109813
104,3,109830
105,3,111257
106,3,108052
107,3,103639
108,3,96895
109,3,102926
110,3,101414
111,3,117998
112,3,117951
113,3,115736
114,3,93779
115,3,86190
116,3,67185
117,3,101921
118,3,96487
119,3,119654
120,3,120338
121,3,120669
122,3,120815
123,3,147612
124,3,98084
125,3,142342
126,3,162677
127,3,87332
128,3,167404
129,3,164181
130,3,169547
131,3,137523
132,3,104187
133,3,186151
134,3,180093
135,3,145487
136,3,310793
137,3,266543
138,3,167260
139,3,338013
140,3,361596
141,3,316654
142,3,250440
143,3,434409
144,3,418689
145,3,498380
146,3,468569
147,3,1487275
148,4,113189
149,4,112431
150,4,113326
151,4,115685
152,4,112462
153,4,113492
154,4,113957
155,4,76759
156,4,110737
157,4,110912
158,4,111280
159,4,109444
160,4,109830
161,4,109831
162,4,110357
163,4,110475
164,4,111503
165,4,106220
166,4,106519
167,4,106582
168,4,106598
169,4,106673
170,4,106697
171,4,107076
172,4,107290
173,4,83658
174,4,103639
175,4,103064
176,4,99348
177,4,29583
178,4,32910
179,4,82509
180,4,65421
181,4,68646
182,4,52357
183,4,53291
184,4,33870
185,4,32138
186,4,71607
187,4,53271
188,4,42332
189,4,58331
190,4,76538
191,4,66817
192,4,43274
193,4,82406
194,4,95016
195,4,67992
196,4,95159
197,4,105236
198,4,83866
199,4,72081
200,4,96754
201,4,71853
202,4,78446
203,4,80684
204,4,93779
205,4,82971
206,4,90605
207,4,66921
208,4,78788
209,4,86190
210,4,99685
211,4,78748
212,4,54215
213,4,80455
214,4,93058
215,4,86879
216,4,75686
217,4,88247
218,4,100519
219,4,88794
220,4,81505
221,4,92005
222,4,107048
223,4,88763
224,4,72431
225,4,32455
226,4,97493
227,4,88258
228,4,97576
229,4,84503
230,4,98635
231,4,92632
232,4,51418
233,4,55824
234,4,117731
235,4,79945
236,4,102975
237,4,84726
238,4,92007
239,4,103776
240,4,77631
241,4,73195
242,4,77766
243,4,105435
244,4,119567
245,4,119654
246,4,83131
247,4,90329
248,4,120890
249,4,117786
250,4,120591
251,4,122151
252,4,67116
253,4,75148
254,4,95953
255,4,91369
256,4,88847
257,4,84516
258,4,93409
259,4,104714
260,4,87363
261,4,89218
262,4,76054
263,4,34492
264,4,94947
265,4,87182
266,4,88814
267,4,78869
268,4,91059
269,4,97523
270,4,98213
271,4,61852
272,4,48280
273,4,97757
274,4,55254
275,4,89731
276,4,46183
277,4,78158
278,4,102803
279,4,53285
280,4,88161
281,4,19422
282,4,84827
283,4,79367
284,4,83798
285,4,86066
286,4,87469
287,4,101272
288,4,83791
289,4,90633
290,4,89469
291,4,88128
292,4,88323
293,4,94721
294,4,96446
295,4,94226
296,4,98258
297,4,96073
298,4,104257
299,4,105151
300,4,91954
301,4,89155
302,4,83944
303,4,88011
304,4,79817
305,4,51622
306,4,91605
307,4,94964
308,4,99422
309,4,120915
310,4,78346
311,4,84156
312,4,145660
313,4,99052
314,4,87332
315,4,132347
316,4,91557
317,4,131325
318,4,66765
319,4,80339
320,4,85995
321,4,94737
322,4,85334
323,4,104839
324,4,89175
325,4,82348
326,4,73812
327,4,86154
328,4,91799
329,4,100802
330,4,91042
331,4,81633
332,4,100502
333,4,96438
334,4,70328
335,4,83767
336,4,70608
